id,ability_id,effect,short_effect,flavor_text
205,205,该生物的治疗技能的优先级提高 3 级。,该生物的治疗技能的优先级提高 3 级。,可以率先使出回复技能。
206,206,当该生物使用一般属性技能时，该技能为电，其威力为 1.2 倍。,该生物的一般属性技能为电属性，威力提升至1.2倍。,一般属性的技能 会变为电属性。 威力会少量提高。
207,207,使该生物在电气场地上的速度加倍。,使该生物在电气场地上的速度加倍。,电气场地时， 速度会变为２倍。
208,208,如果这只生物是20级或以上的弱丁鱼，那么当它进入对战时和每回合开始时，如果生命值在25%或以上，它就会变成鱼群形态，否则就会变成单独形态。此能力无法被取代、复制或无效。,当ＨＰ达到25%或更高时，弱丁鱼会变成鱼群形态。,ＨＰ多的时候会聚起来变强。 ＨＰ剩余量变少时， 群体会分崩离析。
209,209,如果这只生物处于伪装形态并因技能而受到伤害，它会切换到破坏形态并防止伤害。其他影响不会被阻止。这种能力无法被复制或替换。该能力仅对秘拟虚有效。,防止第一次对战伤害。,通过画皮覆盖住身体， 可以防住１次攻击。
210,210,使对手晕倒后，将这只生物转变为灰甲忍者。水手里剑的威力为20，并且总是会击中3次。这种能力无法被复制或替换。该能力仅对甲忍者有效。,使对手晕倒后，将这只生物转变为灰甲忍者。水手里剑的威力为20，并且总是会击中3次。,打倒对手时，与训练家的牵绊会增强， 变为小智版甲贺忍蛙。 飞水手里剑的技能威力会增强。
211,211,当 ＨＰ 低于 50% 时，将 10% 或 50% 的基格尔德转化为完全体形态。这种能力无法被复制或替换。该能力仅对基格尔德有效。,当 ＨＰ 低于 50% 时，将 10% 或 50% 的基格尔德转化为完全体形态。,ＨＰ变为一半时， 细胞们会赶来支援， 变为完全体形态。
212,212,当试图造成毒害时，该生物的技能和物品会忽略毒和钢生物的通常免疫力。,该生物可以对毒属性生物和钢属性生物造成中毒。,可以使钢属性和毒属性的生物 也陷入中毒状态。
213,213,这只生物总是表现得好像睡着了一样。不能给予它另一种状态异常；它不受打哈欠的影响；它可以使用梦话；等等。,这只生物总是表现得好像睡着了一样。,总是半梦半醒的状态， 绝对不会醒来。 可以就这么睡着进行攻击。
214,214,当对手的生物尝试使用以该生物或同伴为目标的技能时，并且该技能具有优先权，它将失败。,对手生物无法使用优先攻击。,向对手施加威慑力， 使其无法对我方使出先制技能。
215,215,当这只生物因对手的技能而晕倒时，对手将受到这只生物剩余生命值的伤害。,当这只生物因对手的技能而晕倒时，对手将受到这只生物剩余生命值的伤害。,被对手打倒的时候， 会给予对手相当于 ＨＰ剩余量的伤害。
216,216,每当其他生物使用舞蹈技能时，这只生物就会立即使用相同的技能。,每当其他生物使用舞蹈技能时，这只生物就会立即使用相同的技能。,有谁使出跳舞技能时， 自己也能就这么接着使出跳舞技能。
217,217,同伴生物的技能威力提升至1.3倍。,同伴生物的技能威力提升至1.3倍。,会提高我方的 特殊技能的威力。
218,218,接触技能造成的伤害减半。火属性技能造成的伤害加倍。,接触技能造成的伤害减半。火属性技能造成的伤害加倍。,会将对手所给予的接触类技能的伤害减半， 但火属性技能的伤害会变为２倍。
219,219,当对手的生物尝试使用以该生物或同伴为目标的技能时，并且该技能具有优先权，它将失败。,对手生物无法使用优先攻击。,让对手吓一跳， 使其无法对我方使出先制技能。
220,220,每当有生物濒死时，该生物的特攻就会上升一级。,每当有生物濒死时，该生物的特攻就会上升一级。,生物每次变为濒死状态时， 特攻会提高。
221,221,当该生物因接触技能而受到通常伤害时，攻击生物的速度会降低一级。,当该生物因接触技能而受到通常伤害时，攻击生物的速度会降低一级。,对于用攻击接触到自己的对手， 会降低其速度。
222,222,当同伴晕倒时，这只生物就会获得其能力。,当同伴晕倒时，这只生物就会获得其能力。,继承被打倒的同伴的特性， 变为相同的特性。
223,223,当同伴晕倒时，这只生物就会获得其能力。,当同伴晕倒时，这只生物就会获得其能力。,继承被打倒的同伴的特性， 变为相同的特性。
224,224,当该生物晕倒另一只生物时，该生物的最高属性会提升一级。,当该生物晕倒另一只生物时，该生物的最高属性会提升一级。,打倒对手的时候， 自己最高的那项能力会提高。
225,225,根据持有的存储碟改变属性。该特性无法被复制、替换或无效，仅对银伴战兽有效。,根据持有的存储碟改变属性。,根据持有的存储碟， 自己的属性会改变。
226,226,当这只生物进入战斗时，它会将地形更改为电气场地。,当这只生物进入战斗时，它会将地形更改为电气场地。,出场时， 会布下电气场地。
227,227,当这只生物进入战斗时，它会将地形更改为心灵地形。,当这只生物进入战斗时，它会将地形更改为心灵地形。,出场时， 会布下精神场地。
228,228,当这只生物进入战斗时，它会将地形更改为迷雾地形。,当这只生物进入战斗时，它会将地形更改为迷雾地形。,出场时， 会布下薄雾场地。
229,229,当这只生物进入战斗时，它会将地形更改为草地地形。,当这只生物进入战斗时，它会将地形更改为草地地形。,出场时， 会布下青草场地。
230,230,该生物的属性不会因其他生物的技能或能力而降低。此效果仅适用于正常的能力值修改，不适用于更奇特的效果，例如颠倒或能量交换。模具破坏者、太伏特或涡轮火焰无法绕过此能力。,其他生物无法降低该生物的属性。,不会因为对手的技能或特性 而被降低能力。
231,231,当该生物拥有满生命值时，技能造成的通常伤害（不是固定伤害！）减半。该能力无法被无效化。,当这只生物的生命值满时，技能造成的通常伤害会减半。,ＨＰ全满时， 受到的伤害会变少。
232,232,该生物受到的效果绝佳伤害减少至 0.75 倍。模具破坏者、太伏特或涡轮火焰无法绕过此能力。,效果绝佳伤害降低至0.75倍。,受到效果绝佳的攻击时， 可以减弱其威力。
233,233,效果绝佳伤害增加至 1.25 倍。,效果绝佳伤害增加至 1.25 倍。,效果绝佳的攻击， 威力会变得更强。
234,234,生物第一次进入对战时，提升生物的攻击力。,对战中提升攻击力。,出场时， 攻击会提高。
235,235,生物第一次进入对战时，提升生物的防御力。,防御,出场时， 防御会提高。
236,236,将生物的属性更改为其将要使用的技能属性。每次生物进入对战时，此功能仅有效一次。,自由人将生物的属性更改为其之前使用的攻击属性。,变为与自己使出的技能 相同的属性。
237,237,在第一个生物球被扔出并且未能抓住生物后的任何时候，在回合结束时，如果具有取球功能的生物在场上并且没有持有其他物品，它将拾取与第一个扔出的球相同属性的球。,如果生物没有持有物品，它将从对战中第一次失败的投掷中获取生物球。,没有携带道具时， 会拾取第１个投出后 捕捉失败的精灵球。
238,238,当生物受到攻击时，它会向四周散落棉花绒毛，并降低除自身以外的所有生物的速度能力值。,当忽略技能和吸引技能的技能时。,受到攻击后撒下棉絮， 降低除自己以外的 所有生物的速度。
239,239,无视对手生物的能力和吸引技能的效果。,忽略技能和吸引技能的技能。,能无视具有吸引 对手技能效果的 特性或技能的影响。
240,240,仅反弹生物收到的降低属性的效果。,反映任何降低能力值的效果。,只反弹自己受到的 能力降低效果。
241,241,当生物使用冲浪或潜水时，它会带着猎物回来。当它受到伤害时，它会吐出猎物进行攻击。,如果带有吞噬导弹的克拉莫兰特使用冲浪或潜水，它会捕获猎物并根据其剩余生命值改变其形态。,冲浪或潜水时会叼来猎物。 受到伤害时， 会吐出猎物进行攻击。
242,242,无视对手生物的能力和吸引技能的效果。,忽略技能和吸引技能的技能。,能无视具有吸引 对手技能效果的 特性或技能的影响。
243,243,当受到火系或水属性攻击时，使用者的速度提高三级。攻击仍然会造成伤害。,当生物被火或水属性的技能击中时，速度能力值会大幅提升。,受到水属性或 火属性的技能攻击时， 速度会巨幅提高。
244,244,增强基于声音的技能的威力。生物也会受到此类技能一半的伤害。,增强基于声音的技能并将相同技能的伤害减半。,声音技能的威力会提高。 受到的声音技能伤害会减半。
245,245,生物受到攻击时会产生沙尘暴。,受到攻击时会产生沙尘暴。,受到攻击时， 会刮起沙暴。
246,246,生物受到冰鳞的保护，可以将特殊技能造成的伤害减半。,特殊技能造成的伤害减半。,由于有冰鳞粉的守护， 受到的特殊攻击伤害会减半。
247,247,使浆果成熟并使其效果加倍。,使浆果的效果加倍。,使树果成熟， 效果变为２倍。
248,248,当处于冰面形态的艾斯库受到物理技能击中时，它不会受到任何伤害并变为解冻头形态。如果艾斯库处于解冻头形态时发生冰雹或暴风雪，或者在冰雹期间以解冻头形态出场，它会立即恢复为冰面形态。,生物的冰头可以代替物理攻击，但攻击也会改变生物的外观。下雪时冰会恢复原样。,头部的冰会代替自己承受 物理攻击，但是样子会改变。 下冰雹时，冰会恢复原状。
249,249,“拥有能量点的生物的同伴所使用的技能威力增加30%。”,只要靠近生物就能增强技能能力。,只要处在相邻位置， 技能的威力就会提高。
250,250,根据地形改变生物的属性。,根据地形改变属性。,生物的属性会根据 场地的状态而变化。
251,251,当生物进入战斗时，对手和同伴生物的光墙、反射壁和极光幕的效果都无效。,消除光墙、反射壁和极光幕的效果。,出场时，对手和我方的光墙、 反射壁和极光幕的效果会消失。
252,252,增强生物及其同伴的钢属性技能。,增强同伴生物的钢属性技能。,我方的钢属性 攻击威力会提高。
253,253,当拥有毁灭之体的生物被接触技能击中时，攻击者和毁灭之体的生物都会在三回合内濒死。,当被直接接触的技能击中时，生物和攻击者将在三回合后濒死，除非他们退出战斗。,受到接触类技能攻击时， 双方都会在３回合后变为濒死状态。 替换后效果消失。
254,254,生物与通过直接接触的技能击中它的生物交换能力。,在接触时与对手交换能力。,与使用接触类技能 攻击自己的生物互换特性。
255,255,提高生物的攻击力，但只允许使用第一个选定的技能。,提高生物的攻击力，但只允许使用第一个选定的技能。,虽然攻击会提高， 但是只能使出 一开始所选的技能。
256,256,当该生物在战斗时，所有其他生物的能力效果将被无效或不会被触发。,无效化对战中所有生物的能力。,特性为化学变化气体的生物在场时， 场上所有生物的 特性效果都会消失或者无法生效。
257,257,防止生物及其队友中毒。出场时还能治愈队友的中毒。,防止生物及其同伴中毒。,自己和同伴都不会 陷入中毒的异常状态。
258,258,生物会改变其形态，在每个回合结束后在满腹模式和饥饿模式之间交替。,使莫佩科每回合改变形态，在满腹模式和饥饿模式之间交替,每回合结束时会在 满腹花纹与空腹花纹之间 交替改变样子。
259,259,如果具有此能力的生物选择了一个破坏性的技能，它有 30% 的机会在其优先级中排名第一。,偶尔使生物先行动。,有时能比对手先一步行动。
260,260,如果生物使用直接接触的技能，即使目标保护自己，它也可以攻击目标。,接触技能可以击穿守住/看穿。,如果使出的是接触到对手的技能， 就可以无视守护效果进行攻击。
261,261,当生物进入战斗时，它会从壳中散落药物，从而消除同伴的所有能力值变化。,出场后重置所有能力值变化。,出场时会从贝壳撒药， 将我方的能力变化复原。
262,262,该生物使用的电属性技能威力增加50%。,增强电属性技能。,电属性的技能威力会提高。
263,263,该生物使用的龙属性技能威力增加50%。,强化龙系技能。,龙属性的技能威力会提高。
264,264,当生物打倒目标时，它会发出令人毛骨悚然的嘶鸣，从而提高其攻击力。,打倒生物后攻击力提升。,打倒对手时 会用冰冷的声音嘶鸣 并提高攻击。
265,265,当生物打倒目标时，它会发出可怕的嘶鸣，从而提高自己的特攻。,打倒生物后提高特攻。,打倒对手时 会用恐怖的声音嘶鸣 并提高特攻。
266,266,兼备蕾冠王的紧张感和 雪暴马的苍白嘶鸣这两种特性。,兼备蕾冠王的紧张感和 雪暴马的苍白嘶鸣这两种特性。,兼备蕾冠王的紧张感和 雪暴马的苍白嘶鸣这两种特性。
267,267,兼备蕾冠王的紧张感和 灵幽马的漆黑嘶鸣这两种特性。,兼备蕾冠王的紧张感和 灵幽马的漆黑嘶鸣这两种特性。,兼备蕾冠王的紧张感和 灵幽马的漆黑嘶鸣这两种特性。
268,268,与生物接触会改变攻击者的余香能力。,接触会改变攻击者的余香能力。,与生物接触会改变攻击者的余香能力。
269,269,当生物受到攻击时，将地面变成草地。,当生物受到攻击时，将地面变成草地。,当生物受到攻击时，将地面变成草地。
270,270,当生物被火属性技能击中时，攻击力会提升。生物也不能被灼伤。,受到火属性技能攻击时攻击力上升，且不会被灼伤。,当生物被火属性技能击中时，攻击力会提升。生物也不能被灼伤。
271,271,当攻击导致其生命值下降到一半或更少时，生物就会生气。这会降低其防御力和特防能力值，但提高其攻击力、特攻和速度能力值。,当生物的生命值低于一半时，愤怒贝壳会降低其防御和特防，但其攻击、特攻和速度会提高。,当攻击导致其生命值下降到一半或更少时，生物就会生气。这会降低其防御力和特防能力值，但提高其攻击力、特攻和速度能力值。
272,272,生物的纯盐可以保护它免受异常状态影响，并将幽灵类技能造成的伤害减半。,防止异常状态并使幽灵类技能造成的伤害减半。,生物的纯盐可以保护它免受异常状态影响，并将幽灵类技能造成的伤害减半。
273,273,生物在被火属性技能击中时不会受到伤害。相反，它的防御力大幅提升。,免疫火属性技能，防御大幅提升。,生物在被火属性技能击中时不会受到伤害。相反，它的防御力大幅提升。
274,274,如果顺风生效或生物被风技能击中，则增强生物的攻击力。生物也不会受到风招的伤害。,免疫风系技能，被攻击的生物攻击力提升一级。,如果顺风生效或生物被风技能击中，则增强生物的攻击力。生物也不会受到风招的伤害。
275,275,如果受到威胁，会提高生物的攻击力。迫使生物切换的技能和物品也不起作用。,如果受到胁迫，可提高攻击力，并防止被迫退出。,如果受到威胁，会提高生物的攻击力。迫使生物切换的技能和物品也不起作用。
276,276,该生物使用的岩石属性技能威力增加50%。,增强岩石属性的技能。,增强岩石属性的技能。
277,277,当生物被风技能击中时，它就会充电，从而增强生物使用的下一个电属性技能的威力。,受到风系技能攻击时，下一个电属性技能的威力会翻倍。,当生物被风技能击中时，它就会充电，从而增强生物使用的下一个电属性技能的威力。
278,278,生物在切换时会转变为英雄形态。,切换时会变身为英雄形态。,生物在切换时会转变为英雄形态。
279,279,当生物进入对战时，如果有同伴在场，它会进入同伴吃吼霸的嘴里。然后生物从那里发出命令。,如果同伴吃吼霸在场上，则进入同伴吃吼霸的嘴里。,当生物进入对战时，如果有同伴在场，它会进入同伴吃吼霸的嘴里。然后生物从那里发出命令。
280,280,生物受到伤害时会充电，从而增强生物使用的下一个电属性技能的威力。,受到攻击时，下一次使用的电属性技能的威力将翻倍。,生物受到伤害时会充电，从而增强生物使用的下一个电属性技能的威力。
281,281,在强烈的阳光下或如果生物持有增强能量，则可提高生物最熟练的属性。,在强烈阳光下或持有助推器能量时提高最高属性。,在强烈的阳光下或如果生物持有增强能量，则可提高生物最熟练的属性。
282,282,增强生物在电气场地上最熟练的能力值，或者如果生物持有增强能量。,在电气场地上或持有助推器能量时提高最高能力值。,增强生物在电气场地上最熟练的能力值，或者如果生物持有增强能量。
283,283,纯金的身体使生物完全免疫其他生物的状态技能。,免疫状态技能。,纯金的身体使生物完全免疫其他生物的状态技能。
284,284,灾祸之鼎的力量会降低自身以外所有生物的特攻。,降低除自身以外的所有生物的特攻。,灾祸之鼎的力量会降低自身以外所有生物的特攻。
285,285,生物毁灭性剑的力量会降低除生物之外的所有生物的防御力。,降低除自身以外的所有生物的防御力。,生物毁灭性剑的力量会降低除自身以外的所有生物的防御力。
286,286,生物毁灭性木板的力量会降低除自身以外的所有生物的攻击力。,降低除自身以外的所有生物的攻击力。,生物毁灭性木板的力量会降低除自身以外的所有生物的攻击力。
287,287,灾祸之玉的力量会降低自身以外所有生物的特防。,降低除自身以外的所有生物的特防。,灾祸之玉的力量会降低自身以外所有生物的特防。
288,288,当生物进入战斗时，阳光会变得刺眼。生物体内传来的古老脉冲也会在刺眼的阳光下增强其攻击力。,进入战斗时使阳光变得刺眼，并在激活时提高攻击力。,当生物进入战斗时，阳光会变得刺眼。生物体内传来的古老脉冲也会在刺眼的阳光下增强其攻击力。
289,289,当生物进入对战时，将场地变成电气场地。生物体内的未来引擎也会在电气场地上提高自身特攻。,进入对战时创建电气场地，并在激活时增强特攻。,当生物进入对战时，将场地变成电气场地。生物体内的未来引擎也会在电气场地上提高自身特攻。
290,290,如果对手的属性得到提升，生物就会抓住机会为自己提升相同的属性。,复制对手的能力值提升。,如果对手的属性得到提升，生物就会抓住机会为自己提升相同的属性。
291,291,当生物吃掉浆果时，它会在下一回合结束时回流该浆果并再次吃掉它。,使生物在下一回合结束时重复使用已经消耗的浆果。,当生物吃掉浆果时，它会在下一回合结束时回流该浆果并再次吃掉它。
292,292,所有“切片”技能的威力增加 50%。,增强切片技能。,增强切片技能。
293,293,当生物进入对战时，队伍中每有一个已被打倒的同伴，它的攻击力和特攻都会略有提高。,每击败一方生物，攻击力和特攻力都会增强。,当生物进入对战时，队伍中每有一个已被打倒的同伴，它的攻击力和特攻都会略有提高。
294,294,当生物进入战斗时，它会复制同伴的能力值变化。,复制同伴进入对战时的能力值变化。,当生物进入战斗时，它会复制同伴的能力值变化。
295,295,当生物因物理技能受到伤害时，会在对方队伍的脚下散布毒刺。,当生物因物理技能受到伤害时，会在对方队伍的脚下散布毒刺。,当生物因物理技能受到伤害时，会在对方队伍的脚下散布毒刺。
296,296,覆盖生物头部的神秘尾巴使对手无法对生物或其同伴使用优先技能。,阻止对手使用任何优先技能，例如快速攻击。,覆盖生物头部的神秘尾巴使对手无法对生物或其同伴使用优先技能。
297,297,如果被地面属性的技能击中，生物会恢复生命值而不是受到伤害。,受到地面属性攻击时恢复生命值。,如果被地面属性的技能击中，生物会恢复生命值而不是受到伤害。
298,298,生物在使用状态技能时总是会变慢，但这些技能不会受到目标能力的阻碍。,状态技能排在最后，但不受对手能力的影响。,生物在使用状态技能时总是会变慢，但这些技能不会受到目标能力的阻碍。
299,299,心灵之眼使具有此能力的生物能够用造成伤害的普通和格斗属性技能击中幽灵属性生物。它还可以防止其他生物降低该生物的命中率并忽略对手回避的变化。,生物无视对手闪避的变化，命中率不会降低，并且可以用一般属性和格斗属性技能攻击幽灵系。,生物无视对手闪避变化，命中率不降低，可以用一般属性和格斗属性技能攻击幽灵系
300,300,当生物第一次进入对战时，一种令人作呕的甜味会在场地上蔓延，降低对手生物的躲避能力。,每场对战一次，当带有超甜糖浆的生物进入对战时，它会将所有相邻对手的回避属性降低一级。,首次投入对战时，对手生物的回避率降低 1 级
301,301,当生物进入战斗时，它会热情款待同伴，并恢复同伴的少量生命值。,热情款待的生物进入战斗时，会为我方恢复25%的生命值。,当生物进入战斗时，它会热情款待同伴，并恢复同伴的少量生命值
302,302,生物有毒链的力量可能会严重毒害生物的技能击中的任何目标。,当生物用技能击中对手时，可能会导致剧毒。,生物有毒链的力量可能会对生物的技能击中的任何目标造成剧毒
303,303,体现方面会提升特定的能力值，具体取决于巨型巨蜥的形态,体现方面会提升特定的能力值，具体取决于巨型巨蜥的形态,生物的心脏充满了记忆，使面具发光，并且其中一只生物的属性得到提升。
304,304,当生物进入战斗时，它会吸收周围的能量并转变为特拉斯塔形式。,当特拉帕戈斯进入战斗时，它会转变为特拉斯塔形态，直到战斗结束。,当生物进入战斗时，它会吸收周围的能量并转变为特拉斯塔形式。
305,305,生物的外壳包含每种属性的力量。当生物满血时，所有造成伤害的技能都不会非常有效。,当生物满血时，所有造成伤害的技能都不会非常有效。,生物的外壳包含每种属性的力量。当生物满血时，所有造成伤害的技能都不会非常有效。
306,306,当特拉帕戈斯变成恒星形态时，它会利用其隐藏的力量消除天气和地形的所有影响，将其减少到零。,一旦特拉帕戈斯呈现出恒星形态，它将立即抵消天气和地形的影响。,当特拉帕戈斯变成恒星形态时，它会利用其隐藏的力量消除天气和地形的所有影响，将其减少到零。
307,307,当生物因佩查兰特的任何技能而中毒时，它也会变得混乱。,被佩查兰特的技能中毒的生物也会变得混乱。,被佩查兰特的技能中毒的生物也会变得混乱。
308,308,当生物使用接触技能时，它甚至可以击中正在保护自己的目标，造成的伤害是该技能原本造成的伤害的 1/4。除了目标的保护效果之外的一切仍然会被触发。,当生物使用接触技能时，它甚至可以攻击正在保护自己的目标。,当生物使用接触技能时，它甚至可以击中正在保护自己的目标，造成的伤害是该技能原本造成的伤害的 1/4。除了目标的保护效果之外的一切仍然会被触发。
309,309,生物的一般属性技能变为龙属性技能，威力提升20%。,生物的一般属性技能变为龙属性技能，威力提升20%。,生物的一般属性技能变为龙属性技能，威力提升20%。
310,310,即使阳光没有变得刺眼，生物也可以像天气是刺眼的阳光一样使用技能。,生物可以像天气是刺眼的阳光一样使用它的技能。,即使阳光没有变得刺眼，生物也可以像天气是刺眼的阳光一样使用技能。
311,311,当生物因技能而受到伤害时，它会灼伤攻击者。,当生物因技能而受到伤害时，它会灼伤攻击者。,当生物因技能而受到伤害时，它会灼伤攻击者。
312,312,生物漂浮在地面上，使其免受地面属性的技能以及尖刺、有毒尖刺和粘网状态的影响。当生物攻击打倒目标时，其最高属性会提升1级。,生物漂浮在地面上，使其免受地面属性的技能以及尖刺、有毒尖刺和粘网状态的影响。当生物攻击打倒目标时，其最高属性会提升1级。,生物漂浮在地面上，使其免受地面属性的技能以及尖刺、有毒尖刺和粘网状态的影响。当生物攻击打倒目标时，其最高属性会提升1级。
313,313,生物的火属性技能威力提升50%。,生物的火属性技能威力提升50%。,生物的火属性技能威力提升50%。
10001,10001,暂无说明。,暂无说明。,暂无说明。
10002,10002,暂无说明。,暂无说明。,暂无说明。
10003,10003,暂无说明。,暂无说明。,暂无说明。
10004,10004,暂无说明。,暂无说明。,暂无说明。
10005,10005,暂无说明。,暂无说明。,暂无说明。
10006,10006,暂无说明。,暂无说明。,暂无说明。
10007,10007,暂无说明。,暂无说明。,暂无说明。
10008,10008,暂无说明。,暂无说明。,暂无说明。
10009,10009,暂无说明。,暂无说明。,暂无说明。
10010,10010,暂无说明。,暂无说明。,暂无说明。
10011,10011,暂无说明。,暂无说明。,暂无说明。
10012,10012,暂无说明。,暂无说明。,暂无说明。
10013,10013,暂无说明。,暂无说明。,暂无说明。
10014,10014,暂无说明。,暂无说明。,暂无说明。
10015,10015,暂无说明。,暂无说明。,暂无说明。
10016,10016,暂无说明。,暂无说明。,暂无说明。
10017,10017,暂无说明。,暂无说明。,暂无说明。
10018,10018,暂无说明。,暂无说明。,暂无说明。
10019,10019,暂无说明。,暂无说明。,暂无说明。
10020,10020,暂无说明。,暂无说明。,暂无说明。
10021,10021,暂无说明。,暂无说明。,暂无说明。
10022,10022,暂无说明。,暂无说明。,暂无说明。
10023,10023,暂无说明。,暂无说明。,暂无说明。
10024,10024,暂无说明。,暂无说明。,暂无说明。
10025,10025,暂无说明。,暂无说明。,暂无说明。
10026,10026,暂无说明。,暂无说明。,暂无说明。
10027,10027,暂无说明。,暂无说明。,暂无说明。
10028,10028,暂无说明。,暂无说明。,暂无说明。
10029,10029,暂无说明。,暂无说明。,暂无说明。
10030,10030,暂无说明。,暂无说明。,暂无说明。
10031,10031,暂无说明。,暂无说明。,暂无说明。
10032,10032,暂无说明。,暂无说明。,暂无说明。
10033,10033,暂无说明。,暂无说明。,暂无说明。
10034,10034,暂无说明。,暂无说明。,暂无说明。
10035,10035,暂无说明。,暂无说明。,暂无说明。
10036,10036,暂无说明。,暂无说明。,暂无说明。
10037,10037,暂无说明。,暂无说明。,暂无说明。
10038,10038,暂无说明。,暂无说明。,暂无说明。
10039,10039,暂无说明。,暂无说明。,暂无说明。
10040,10040,暂无说明。,暂无说明。,暂无说明。
10041,10041,暂无说明。,暂无说明。,暂无说明。
10042,10042,暂无说明。,暂无说明。,暂无说明。
10043,10043,暂无说明。,暂无说明。,暂无说明。
10044,10044,暂无说明。,暂无说明。,暂无说明。
10045,10045,暂无说明。,暂无说明。,暂无说明。
10046,10046,暂无说明。,暂无说明。,暂无说明。
10047,10047,暂无说明。,暂无说明。,暂无说明。
10048,10048,暂无说明。,暂无说明。,暂无说明。
10049,10049,暂无说明。,暂无说明。,暂无说明。
10050,10050,暂无说明。,暂无说明。,暂无说明。
10051,10051,暂无说明。,暂无说明。,暂无说明。
10052,10052,暂无说明。,暂无说明。,暂无说明。
10053,10053,暂无说明。,暂无说明。,暂无说明。
10054,10054,暂无说明。,暂无说明。,暂无说明。
10055,10055,暂无说明。,暂无说明。,暂无说明。
10056,10056,暂无说明。,暂无说明。,暂无说明。
10057,10057,暂无说明。,暂无说明。,暂无说明。
10058,10058,暂无说明。,暂无说明。,暂无说明。
10059,10059,暂无说明。,暂无说明。,暂无说明。
10060,10060,暂无说明。,暂无说明。,暂无说明。
