id,species_id,growth_rate_id,evolves_from_species_id,evolution_chain_id,sort_order,gender_differences,forms_switchable,genus,flavor_text
406,406,4,,158,341,false,false,花苞生物,对气温的变化很敏感。 当它开始打开花苞， 便是冬去春来之时。
407,407,4,315,158,343,true,false,花束生物,右手的毒是速效的， 左手的毒则是慢性的。 无论哪边的毒性都能致命。
408,408,5,,211,436,false,false,头锤生物,坚硬的头盖骨是其特征。 会用头锤撞断树木， 吃树上结的树果。
409,409,5,408,211,437,false,false,头锤生物,擅长头锤的古代生物。 因为大脑真的很小， 所以也有说法它是因愚笨而灭亡的。
410,410,5,,212,438,false,false,护盾生物,虽然从太古时代的地层中 发现了它的化石， 但尚未发现除了脸以外的部分。
411,411,5,410,212,439,false,false,护盾生物,大约１亿年前的生物。 极其结实的脸有着超越钢铁的硬度。
412,412,2,,213,440,false,true,蓑衣虫生物,如果它的斗篷受到哪怕是轻微的损坏，伯米都会立即用手边的任何东西来修复它。斗篷内的生物骨瘦如柴，很容易受到寒冷的影响。
413,413,2,412,213,441,false,false,蓑衣虫生物,当伯米进化后，它的斗篷就成为了这只生物身体的一部分。斗篷永远不会脱落。
414,414,2,412,213,442,false,false,蓑衣蛾生物,拍打翅膀时散落钢色鳞片。尽管人们观察到蛾主要以花蜜为食，但在花园周围并不常见。
415,415,4,,214,443,true,false,幼蜂生物,从早到晚都在采集花蜜。 这一切都是为了 自己的族群和蜂女王。
416,416,4,415,214,444,false,false,蜂巢生物,能释放越多费洛蒙的蜂女王， 就能让越多的三蜜蜂 听从自己的指挥。
417,417,2,,215,445,true,false,电松鼠生物,与皮卡丘系有亲缘关系的物种。虽然帕奇利兹是一只冷静的生物，但如果有人触摸它带电的尾巴或脸颊，它仍然会带来危险。
418,418,2,,216,446,true,false,海鼬生物,它通过旋转叉状尾巴提供推进力，在水中自由技能。与汽船的螺丝相似纯属巧合。
419,419,2,418,216,447,true,false,海鼬生物,拥有长而漂亮的浮囊，即使在波涛汹涌的大海中也能防止 Floatzel 溺水。人们可能会时不时地在渔村周围看到这一物种。
420,420,2,,217,448,false,false,樱桃生物,身体越红的樱花宝 含有的营养越丰富， 味道也很甜很好吃。
421,421,2,420,217,449,false,true,樱花生物,盖起来的花瓣很硬。 即使被鸟生物啄到， 也完全没问题。
422,422,2,,218,450,false,false,海兔生物,如果用力按住它， 它就会分泌出神秘的紫色液体。 虽然液体无害，不过黏糊糊的。
423,423,2,422,218,451,false,false,海兔生物,身体软瘫瘫的但十分强韧。 因为它身体的软度可以 帮助分散它所受到的冲击。
424,424,3,190,93,220,true,false,长尾生物,无论做什么都会用到尾巴。 如果被它的２条尾巴抱紧， 那就证明是真的和你很亲近。
425,425,6,,219,452,false,false,气球生物,因魂魄聚集在一起而诞生。 到了湿气大的季节 就有可能大量出现。
426,426,6,425,219,453,false,false,热气球生物,会抓住人和生物， 然后运到某个地方。 没人知道那地方是哪里。
427,427,2,,220,454,false,false,兔子生物,会利用把卷卷的耳朵伸直 时产生的威力进行攻击。 越训练，这一技能的威力就越强。
428,428,2,427,220,455,false,true,兔子生物,当高温的季节结束后， 就会换上富含空气的 体毛，准备抵御寒冷。
429,429,3,200,98,230,false,false,魔法生物,会吟诵诅咒的语言， 让对方极度头疼，或是看到 恐怖的幻觉，深受折磨。
430,430,4,198,97,228,false,false,大头目生物,和敌人战斗的基本都是跟班。 只有在最后刺入对手的致命一击 才会弄脏自己的手。
431,431,3,,221,456,false,false,装乖生物,用螺旋状的尾巴和锐利的目光迷惑人类。它隐藏的爪子也非常锋利，使得这只生物在对抗时成为一个非常棘手的对手。
432,432,3,431,221,457,false,false,虎斑猫生物,尽管粗鲁且难以驯服，但普鲁格利因其皮毛而广受欢迎，其美丽程度甚至超过了平绒。
433,433,3,,184,387,false,false,铃铛生物,这只生物似乎在无声地叫喊着，让我头疼不已。也许有些声音是人耳根本听不到的。
434,434,2,,223,458,false,false,臭鼬生物,要是它翘起尾巴把屁股对准了你， 请一定要小心。因为这表示它将要 喷出足以让人窒息的臭液。
435,435,2,434,223,459,false,false,臭鼬生物,从尾巴尖端喷出的液体 带有强烈的恶臭。 会在地面上挖洞建造巢穴。
436,436,2,,224,460,false,false,青铜生物,虽然人们说把铜镜怪打磨到发光， 它就能映照出真相， 但其实它非常讨厌被打磨。
437,437,2,436,224,461,false,false,铜钟生物,它身上的纹路让 许多学者都认为它 原本并不存在于伽勒尔。
438,438,2,,91,214,false,false,盆栽生物,栖息在空气干燥岩石裸露的地方。 空气越是干燥，它身上的绿球 就越是会泛出暗淡的光泽。
439,439,2,,57,139,false,false,默剧生物,像徒弟一样跟随着 擅长跳舞的踏冰人偶， 拼命模仿它的舞步。
440,440,3,,51,126,false,false,家家酒生物,会把自己珍贵的浑圆石头 借给关系变得很要好的对象。 如果不还给它，它便会大哭大闹。
441,441,4,,228,462,false,false,音符生物,多才多艺的表演者，擅长模仿人类语言。据说，年长、经验丰富的查托甚至可以理解他们模仿的词语的含义。
442,442,2,,229,463,false,false,封印生物,总是作恶多端， 于是被使用神奇法术的 旅人绑缚在楔石里。
443,443,1,,230,464,true,false,陆鲨生物,遇到会动的东西就会扑上去 将其拉回到自己住的横洞内。 虽然嘴很大，但胃口却比较小。
444,444,1,443,230,465,true,false,洞穴生物,会把宝石埋藏在栖息的洞窟内。 入侵者闯入洞窟后，会立刻 被它用爪子和牙齿撕碎。
445,445,1,444,230,466,true,true,音速生物,身手在陆地上也很矫捷， 在雪山上会赶在身体冻僵前 干掉猎物并返回住处。
446,446,1,,72,174,false,false,大胃王生物,在体毛下面储存食物。 如果是自己信赖的对象， 也会把食物分给对方一口。
447,447,4,,232,467,false,false,波纹生物,除了能读懂对手的感情， 也能以“波导”这种形式的波 来观察大自然的样子。
448,448,4,447,232,468,false,true,波导生物,他能理解人类的想法， 因此只会去亲近 内心端正的训练家。
449,449,1,,233,469,true,false,河马生物,主要在白天活动。 因为沙漠的夜晚会降温， 所以会钻到沙子的深处睡觉。
450,450,1,449,233,470,true,false,重量生物,生气的时候非常凶暴。 会喷出储存在体内的 沙子来引发沙尘暴。
451,451,1,,234,471,false,false,蝎子生物,用尾巴上带毒的钩爪袭击对手。 一旦被夹住，毒素就会扩散开来， 导致全身无法动弹。
452,452,1,451,234,472,false,false,蝎怪生物,虽然狰狞凶猛到被人们 称为沙之恶魔，但在河马兽 面前却表现得低调温顺。
453,453,2,,235,473,true,false,毒击生物,毒素在稀释后能制成药品。 它是制药公司的吉祥物， 广受众人的欢迎。
454,454,2,453,235,474,true,false,毒击生物,制服了猎物之后， 便会呱呱地发出胜利的欢呼。 与蟾蜍王是相近的物种。
455,455,1,,236,475,false,false,捕虫生物,虽然是植物系生物，但却有着贪吃且不守规矩的性情。食肉动物张开巨大的嘴巴攻击猎物。
456,456,5,,237,476,true,false,飞翅鱼生物,用发光的尾鳍引诱猎物。 白天会在海面附近， 到了夜里就向海的深处移动。
457,457,5,456,237,477,true,false,霓虹生物,像是爬行一样在深海的海底游泳。 鳍上发出的充满幻想的光 就像是夜空的星星。
458,458,1,,116,258,false,false,风筝生物,混在铁炮鱼的大群里游泳。 受到敌人袭击的时候， 会和铁炮鱼们并肩作战。
459,459,1,,239,478,true,false,树冰生物,雪笠怪肚子上结出来的 口感好似冰棍的树果 是伽勒尔的火红不倒翁们的最爱。
460,460,1,459,239,479,true,true,树冰生物,会引发暴风雪的生物。 只要它摇动巨大的身体， 周围立刻会变得一片雪白。
461,461,4,215,109,246,true,false,钩爪生物,通过用爪子留下记号 来与伙伴联络。据说记号 的种类有５００种以上。
462,462,2,82,34,90,false,false,磁场生物,人们认为，它是因为受到特殊 磁场的影响，身体的分子构造 发生了变化，才进化成这样的。
463,463,2,108,48,120,false,false,舔舔生物,舌头的灵巧程度甚至不输给 人手，没有它做不到的事。 相反，手指却相当笨拙，
464,464,1,112,50,125,true,false,钻锥生物,用护具弹开敌人的攻击， 在对手畏缩时用自己 引以为傲的钻头贯穿对方。
465,465,2,114,52,130,true,false,藤蔓状生物,栖息的地域越是温暖，藤蔓 生长得就越快。藤蔓变长后， 它会亲手将其扯断使其变短。
466,466,2,125,60,147,false,false,雷电生物,发电量在电气生物当中 属于最高级别。可以从 尾巴尖端释放高压电流。
467,467,2,126,61,150,false,false,爆炎生物,由于栖息在火山口，因此 身体逐渐变得像火山一样， 还长着类似岩浆库的器官。
468,468,3,176,87,205,false,false,祝福生物,被称为会带来恩惠的生物， 从很久很久以前开始， 人们就视它为吉祥之物。
469,469,2,193,95,224,false,false,勾蜓生物,极其暴力。狩猎时，它不会浪费任何能量，只瞄准猎物最脆弱的部位。任何能够驯服这只生物的人都必须具有令人难以置信的勇气。
470,470,2,133,67,163,false,false,新绿生物,尾巴好似锐利的刀刃， 锋利得无与伦比， 连大树都能一斩为二。
471,471,2,133,67,164,false,false,新雪生物,冰伊布释放出的冷气能 制造出粉状的雪。这使它受到 各个滑雪场的热烈欢迎。
472,472,4,207,104,239,false,false,牙蝎生物,它用漆黑的翅膀无声地滑行，并将锋利的獠牙插入猎物的喉咙。当它完全吸干猎物的血后，它就会露出满意的表情。
473,473,1,221,112,253,true,false,双牙生物,它的力量就如外表那样强大。 天气越是寒冷，它的冰牙 就会长得越粗、越长、越结实。
474,474,2,233,68,168,false,false,虚拟生物,有人说它是通过追加程序进化的， 但关于它的改变是否真是进化， 在学会中也存在着意见分歧。
475,475,1,281,140,308,false,true,利刃生物,能够敏锐地感知到 寻求帮助的感情， 并且火速赶去援助对方。
476,476,2,299,147,325,false,false,罗盘生物,使用３个小部件获取食物， 或是和敌人战斗。 本体基本上只负责下命令。
477,477,3,356,182,385,false,false,抓握生物,用腹部的嘴将猎物整个吞下。 只会吃掉对方的魂魄， 离去时会把肉体吐出来。
478,478,2,361,186,392,false,false,雪国生物,会吐出零下５０度的冷气 冰冻猎物，并把它们带回 自己的巢穴，整齐地摆成一排。
479,479,2,,240,480,false,true,等离子生物,会用由离子构成的身体 潜入各种各样的机器里。 最喜欢恶作剧吓人。
480,480,1,,241,481,false,false,知识生物,生物因偷走作恶者的记忆而令人恐惧，但也受到尊重。我发现的记录表明 Uxie 掌控着知识。
481,481,1,,242,482,false,false,感情生物,被称为情感存在。在传说中，这只生物令人恐惧，因为任何不敬的人都会导致情绪混乱。
482,482,1,,243,483,false,false,意志生物,可怕的意志力存在。传说中，这种生物能够操纵对手的意志，并将他们变成自己的傀儡。
483,483,1,,244,484,false,false,时间生物,这只生物在喜水传说中被尊为神。帝牙卢卡的诞生，让浩瀚的时间之河开始在我们的世界流淌。
484,484,1,,245,485,false,false,空间生物,这只生物在喜水传说中被视为神灵。帕路奇犽的诞生，让我们世界的围墙消失，创造了无边无际的天空。
485,485,1,,246,486,false,false,火山口生物,传说这只生物是从皇冠山沸腾的岩浆中诞生的。它的钢水身躯蕴藏着许多谜团。
486,486,1,,247,487,false,false,巨大生物,据说它用各种各样的材料 制作了生物后，把大陆 移动到了现在的位置。
487,487,1,,248,488,false,true,反抗生物,有一首喜水派诗句讲述了强大的光创造了深深的阴影。我想这个深深的影子就是骑拉帝纳。
488,488,1,,249,489,false,false,新月生物,克雷色利亚让人想起新月。当它飞过夜空时，留下一道绚丽的光芒。我敢说它就像创造银河系的天女一样。
489,489,1,,250,490,false,false,海洋生物,在海洋温暖的季节可以看到漂浮在近海。它蔚蓝的身体与海水融为一体——逻辑​​表明这是针对天敌的防御机制。
490,490,1,,250,491,false,false,回游生物,据传，它们会漂洋过海，很少造访翡翠沿岸水域。虽然玛纳菲与菲奥涅相似，但也有很大不同。两者之间的关系尚不清楚。
491,491,1,,252,492,false,false,暗黑生物,在一个没有月亮的夜晚，发生了一件奇怪的事件，村里的每个人都做了噩梦。村民们证实达克莱伊在这些噩梦中出现在他们面前。
492,492,4,,253,493,false,true,感谢生物,当季节交替，严冬结束，欢乐的人们感谢上苍时，谢敏出现，用鲜花覆盖枯萎的土地。
493,493,1,,254,494,false,true,创造生物,它是天国的源泉，从那里倾泻出照耀着翡翠的光芒。它的亮度引导并保护所有生物。 Hisuian神话称阿尔宙斯是万物的创造者。
494,494,1,,255,495,false,false,胜利生物,当它分享自己所创造的无穷能量时，那个生命的全身都会充满力量。
495,495,4,,256,496,false,false,草蛇生物,它们通过将尾巴沐浴在阳光下进行光合作用。当它们感觉不舒服时，尾巴就会下垂。
496,496,4,495,256,497,false,false,草蛇生物,当它脏了的时候，它的叶子就不能进行光合作用，所以它总是保持自己的清洁。
497,497,4,496,256,498,false,false,皇家生物,只要一个眼神，就能阻止对手的行动。它吸收太阳能并在内部增强它。
498,498,4,,257,499,false,false,火猪生物,它喜欢吃烤浆果，​​但有时它会太兴奋，把浆果烤焦了。
499,499,4,498,257,500,false,false,火猪生物,当它的内火熊熊灼伤时，它的技能就会变得更加锐利和更快。当遇到麻烦时，它会冒烟。
500,500,4,499,257,501,false,false,大火猪生物,它掌握了快速而有力的对战技能。它长出了火胡须。
501,501,4,,258,502,false,false,海獭生物,这只来自合众地区的生物使用腹部的贝壳作为武器来砍倒敌人。因此，我给这个贝壳起了个名字“scalhop”。
502,502,4,501,258,503,false,false,修行生物,其精湛的双扇斩术，大概是日常训练的结果，连剑术高手都能被打得落荒而逃。
503,503,4,502,258,504,false,false,威严生物,心地坚硬、刀锋灵巧，这种稀有形态的沙姆罗特是翡翠地区生物进化的产物。其汹涌的攻击如同不断冲击的波浪一样冲击敌人。
504,504,2,,259,505,false,false,放哨生物,它们极其谨慎，其中一只总是在警惕，但不会注意到背后有敌人。
505,505,2,504,259,506,false,false,警戒生物,当它们看到敌人时，它们的尾巴会高高竖起，并吐出颊囊中储存的浆果种子。
506,506,4,,260,507,false,false,小狗生物,比普通的小孩子还要 聪明许多。对于得到的关爱 和受到的伤害都不会忘怀。
507,507,4,506,260,508,false,false,忠犬生物,覆盖在身上的黑色体毛 既厚又有弹性，甚至能 把尖锐的牙齿也反弹回去。
508,508,4,507,260,509,false,false,宽大生物,以自己气派的胡须为傲。 据说，每只个体在族群中的地位， 就是根据胡须长度来决定的。
509,509,2,,261,510,false,false,坏心眼生物,会用可爱的技能让对手放下戒心， 趁对方靠过来时冷不防地用爪子 猛抓，然后得意地大笑。
510,510,2,509,261,511,false,false,冷酷生物,和猾大狐争抢地盘。 能够悄无声息地 从背后偷偷靠近猎物。
511,511,2,,262,512,false,false,草猴生物,它擅长寻找浆果并从各地收集它们。与朋友分享它们真是太好了。
512,512,2,511,262,513,false,false,刺猴生物,它脾气暴躁，会疯狂地摆动带刺的尾巴来对战。它头上长的叶子很苦。
513,513,2,,263,514,false,false,高温生物,这只生物生活在火山的洞穴中。它头上毛簇内的火焰可达到 600 华氏度。
514,514,2,513,263,515,false,false,火花生物,当它兴奋时，头部和尾部会冒出余烬，并且会变得很热。出于某种原因，它喜欢甜食。
515,515,2,,264,516,false,false,泼水生物,它头上的毛簇里储存的水充满了营养。吸收水分的植物会长得很大。
516,516,2,515,264,517,false,false,放水生物,水面
517,517,3,,265,518,false,false,食梦生物,在吃掉梦之后会吐出烟雾。 吃了快乐的梦时，烟雾是粉红色的； 如果是噩梦，烟雾则是黑灰色的。
518,518,3,517,265,519,false,false,半梦半醒生物,总是在打瞌睡做梦。 刚睡醒的时候会闹脾气， 所以最好别去招惹它。
519,519,4,,266,520,false,false,小鸽生物,虽然既健忘又不太聪明， 因为性格认真且容易亲近人， 所以受到了许多训练家的喜爱。
520,520,4,519,266,521,false,false,野鸽生物,头脑聪明而且记性很好。 似乎有许多快递员 将它选为自己的搭档。
521,521,4,520,266,522,true,false,自尊心生物,头脑聪明，所以自尊心也强。 如果能成为高傲雉鸡的训练家， 所有人都会对你刮目相看。
522,522,2,,267,523,false,false,带电生物,当它放电时，它的鬃毛会发光。他们利用这些闪光的频率和节奏进行交流。
523,523,2,522,267,524,false,false,雷电生物,他们的技能如同闪电。当Zebstrika全速奔跑时，雷声回荡。
524,524,4,,268,525,false,false,地幔生物,会对声音产生反应而动起来。 在能量核心的影响下， 它摸起来暖暖的。
525,525,4,524,268,526,false,false,矿石生物,通过声音来探测四周。 要是惹它生气了，它会连 身体方向也不转就朝你追来。
526,526,4,525,268,527,false,false,高压生物,它射出的能量弹具有 可以击飞翻斗车的破坏力。 不过只有在晴天才能射击。
527,527,2,,269,528,false,false,蝙蝠生物,一边发出超音波，一边 飞来飞去寻找虫生物 来填饱自己的肚子。
528,528,2,527,269,529,false,false,求爱生物,据说有些地区的人觉得 它鼻子的形状很吉利， 而把它当成幸福的象征来祭拜。
529,529,2,,270,530,false,false,鼹鼠生物,会用爪子在地底挖掘前进。 一些农民因为担心它会 因此糟蹋蔬菜而讨厌它。
530,530,2,529,270,531,false,false,地底生物,别名钻头王。在地底下 挖掘前进的速度 达到了每小时１５０公里。
531,531,3,,271,532,false,true,听力生物,心地善良的生物。 通过触角接触，就能了解 对方的心情和身体状况。
532,532,4,,272,533,false,false,筋骨生物,如果搬运小匠可以搬起 自己体重３倍左右的方材， 就代表它进化的日子要到了。
533,533,4,532,272,534,false,false,筋骨生物,能够灵巧地操纵工字钢。 虽然对拆除得心应手， 但却不太擅长组装。
534,534,4,533,272,535,false,false,筋骨生物,要是认真起来就会 扔掉手中的混凝土柱， 赤手空拳地扑向敌人。
535,535,4,,273,536,false,false,蝌蚪生物,通过音波来联系伙伴。 人类和其他生物都 听不见它发出的警告声。
536,536,4,535,273,537,false,false,振动生物,有时也会发出悦耳的叫声。 身上突起物越大的蓝蟾蜍 越能在更广的音域来鸣叫。
537,537,4,536,273,538,false,false,振动生物,在老年人之间广受欢迎。 因为他们觉得它身上的瘤 发出的震动拿来按摩刚刚好。
538,538,2,,274,539,false,false,柔道生物,５只一组一起努力练习。 在练习中掉队的投摔鬼 会扔掉带子离开团队。
539,539,2,,275,540,false,false,空手道生物,不断重复练习的打击鬼 所使出的空手劈拥有 足以劈开大海的破坏力。
540,540,4,,276,541,false,false,裁缝生物,由于这只生物用树叶制作自己的衣服，因此它是时装设计师的流行吉祥物。
541,541,4,540,276,542,false,false,足不出叶生物,它通过包裹树叶来保护自己免受寒冷。它一直在技能，吃森林里的树叶。
542,542,4,541,276,543,false,false,育儿生物,它利用发酵叶子产生的热量使卵保持温暖。它还用树叶为 Sewaddle 制作温暖的包裹物。
543,543,4,,277,544,false,false,蜈蚣生物,牙齿上有剧毒。一旦 发现看上去能吃的猎物， 就会不假思索地扑上去。
544,544,4,543,277,545,false,false,茧蜈蚣生物,用坚硬的壳和带毒的刺 保护自己的身体， 积蓄进化所需的能量。
545,545,4,544,277,546,false,false,巨蜈蚣生物,会和焚焰蚣激烈地争夺 领地。输掉的那一方 会成为另一方的猎物。
546,546,2,,278,547,false,false,棉球生物,将木棉球和白蓬蓬的棉花 混合后编织出的布料极其精致， 因此常被高级品牌选用。
547,547,2,546,278,548,false,false,风隐生物,每当沐浴阳光，身上的棉花 就会膨胀。如果膨胀过了头， 它就会把棉花扯开到处乱撒。
548,548,2,,279,549,false,false,根茎生物,叶子的颜色越深就越健康。 有时也会在被精心照料过的 田地或花坛里定居下来。
549,549,2,548,279,550,false,false,花饰生物,用它的花朵制成的精油 虽有着极致香气，但价格 同时也贵得令人大跌眼镜。
550,550,2,,280,551,false,false,粗暴生物,从前也曾经登上餐桌。 红条纹野蛮鲈鱼的肉脂肪含量高， 适合年轻人食用。
551,551,4,,281,552,false,false,沙漠鳄鱼生物,个头虽小，腰腿却很有力。 会拨开沙子，在沙漠里 犹如游泳般地自在移动。
552,552,4,551,281,553,false,false,沙漠鳄鱼生物,虽然拥有能在黑暗中看清事物的 特殊双眼，但由于沙漠的夜晚寒冷， 所以一般不怎么活动。
553,553,4,552,281,554,false,false,威吓生物,虽然凶暴，但也有擅长忍耐的一面。 为了捕获猎物，可以在 沙子里静静等上好几天。
554,554,4,,282,555,false,false,不倒翁生物,在它睡觉的时候， 无论是推是拉，它都不会倒下。 因为象征着吉利而大受欢迎。
555,555,4,554,282,556,false,true,爆燃生物,体内的火焰燃得越旺， 力量就越大。火焰的温度 有时甚至能超过１４００度。
556,556,2,,283,557,false,false,仙人掌生物,一年散播一次种子。 花的种子营养十足， 是沙漠中贵重的食粮。
557,557,2,,284,558,false,false,石居生物,如果找不到大小合适 的石头来当成自己的家， 它也会住到河马兽的洞里。
558,558,2,557,284,559,false,false,岩居生物,厚实的钳子是它最大的武器。 硬度高到甚至能让 超甲狂犀的护具裂开。
559,559,2,,285,560,false,false,蜕皮生物,用结实的皮保护身体。 据说在皮伸展到极限时， 它就会开始进化。
560,560,2,559,285,561,false,false,恶党生物,虽然性格非常粗鲁， 但也有重视家族、 伙伴和领地的另一面。
561,561,2,,286,562,false,false,似鸟生物,人们在象征鸟飞过的沙漠 的地下调查，结果在那里 发现了疑似古代都市的遗迹。
562,562,2,,287,563,false,false,魂生物,古代人的灵魂变成了生物。 为了寻找认得自己长相的人 而在遗迹里徘徊。
563,563,2,562,287,564,false,false,棺木生物,迭失棺象征着国王的财富， 因此许多古墓里 都有它的壁画。
564,564,2,,288,565,false,false,古代龟生物,由化石复活的生物。 人们认为它是很多 龟生物的祖先。
565,565,2,564,288,566,false,false,古代龟生物,虽然和在水中相比技能 会变得迟缓，但是为了寻找 猎物也会登上陆地活动。
566,566,2,,289,567,false,false,远古鸟生物,被称为鸟生物的祖先。 栖息在树上，以树果和 虫生物为食。
567,567,2,566,289,568,false,false,远古鸟生物,虽然也会飞行， 但是似乎更擅长在 地面上捕捉猎物。
568,568,2,,290,569,false,false,垃圾袋生物,诞生于塞满垃圾的垃圾袋里。 它嘴里喷出的毒气 是伽勒尔双弹瓦斯的最爱。
569,569,2,568,290,570,false,false,垃圾场生物,从右臂喷出的毒液十分危险， 虚弱的生物只要一沾到， 立刻就会丢掉性命。
570,570,4,,291,571,false,false,恶狐生物,为了寻找食物，有时甚至会 幻化成人类出现在城镇里。 多数情况下会幻化成小孩。
571,571,4,570,291,572,false,false,妖狐生物,孤独的训练家会命令 索罗亚克为自己展现幻像， 借以排遣孤身一人的寂寞。
572,572,3,,292,573,false,false,栗鼠生物,用尾巴互相抚摸来打招呼。 尾巴的毛比较蓬松的那一方 会表现得稍微威风些。
573,573,3,572,292,574,false,false,围巾生物,覆盖着特别油脂的毛发 可以挡住攻击。这种油 以高价在市场上流通。
574,574,4,,293,575,false,false,凝视生物,哥德宝宝会在看似无人的地方 轻声地叫。它好像是在与某种 只有它才看得见的东西说话。
575,575,4,574,293,576,false,false,操纵生物,哥德小童的精神力量似乎会 在星光闪耀的夜晚达到最高点。 它与宇宙的关系至今不明。
576,576,4,575,293,577,false,false,天体生物,从哥德小姐那里 看到了自己下场的恶人 在那之后便销声匿迹了。
577,577,4,,294,578,false,false,细胞生物,身体被特殊的液体包裹着， 许多人因此认为它 即使在宇宙中也能存活。
578,578,4,577,294,579,false,false,分割生物,由于它一分为二的大脑 思考的内容几乎完全不同， 导致它的行动非常难以预测。
579,579,4,578,294,580,false,false,增幅生物,虽然有人说只要喝掉它特殊的液体 就能得到智慧，但对人造细胞卵 以外来说，那其实是剧毒。
580,580,2,,295,581,false,false,水鸟生物,它们比飞行更擅长游泳，并且在潜入水下时高兴地吃着它们最喜欢的食物——泥炭苔。
581,581,2,580,295,582,false,false,白鸟生物,斯瓦娜在黄昏时开始跳舞。中间跳舞的那个是羊群的首领。
582,582,1,,296,583,false,false,新雪生物,据说它是从冰柱中诞生的。 为了能让自己生活得更舒适， 会吐出零下５０度的冷气冰冻四周。
583,583,1,582,296,584,false,false,冰雪生物,性格和善，虽然会用 零下１００度的冷气冰冻敌人， 但并不会伤及它们的性命。
584,584,1,583,296,585,false,false,暴风雪生物,体温在零下６度左右。 据说是由２只多多冰 贴在一起而诞生的。
585,585,2,,297,586,false,true,季节生物,季节的更替会改变生物皮毛的颜色和气味。人们用它来标记季节。
586,586,2,585,297,587,false,true,季节生物,它们根据季节进行迁徙，因此有人称索斯巴克为春天的预兆。
587,587,2,,298,588,false,false,飞鼠生物,最喜欢甜甜的树果。有时也会 因为在脸颊的袋子里囤了太多 食物而无法好好飞行。
588,588,2,,299,589,false,false,啃咬生物,用嘴里吐出的液体 来溶化小嘴蜗的壳， 只会去吃里面的身体。
589,589,2,588,299,590,false,false,骑兵生物,会举起长矛突击敌人。 有一幅名画描绘着 它和葱游兵决斗的场景。
590,590,2,,300,591,false,false,蘑菇生物,从双手喷出的孢子虽然 含有剧毒，但据说彻底干燥后 可以用作治疗肠胃的药。
591,591,2,590,300,592,false,false,蘑菇生物,平常一般不太动。 只是一动不动地待在 掉落于地面的精灵球旁边。
592,592,2,,301,593,true,false,漂浮生物,据流传至今的传说里所述， 它是由沉没到海底的古代都市 的居民变成的生物。
593,593,2,592,301,594,true,false,漂浮生物,每到满月时，胖嘟嘟会 成群结队地来到海面上。 这么做是为了等待猎物上门。
594,594,3,,302,595,false,false,看护生物,之所以会救助体弱的生物， 好像是因为盯上它们的 生物也会攻击它自己。
595,595,2,,303,596,false,false,吸附生物,会附在其他生物身上 吸取静电。经常会把自己 贴在来电汪的屁股上。
596,596,2,595,303,597,false,false,电蜘蛛生物,为了捕捉不太会飞的幼鸟， 会在鸟生物的巢穴附近 用带电的丝设下陷阱。
597,597,2,,304,598,false,false,刺果生物,偏爱长着青苔的洞窟。 青苔中所含的酶能使它的 尖刺成长得又大又结实。
598,598,2,597,304,599,false,false,刺球生物,拥有比钢铁还坚硬的尖刺。 会利用触手上的尖刺 攀附在岩壁上移动。
599,599,4,,305,600,false,false,齿轮生物,２个身体比双胞胎还要亲近。 要是换成别的齿轮儿。 就没有办法好好咬合。
600,600,4,599,305,601,false,false,齿轮生物,被认为是工业技术的象征。 有许多伽勒尔当地的公司 选择它作为企业的标志。
601,601,4,600,305,602,false,false,齿轮生物,让３个齿轮高速旋转。 新增出来的那个带着 尖刺的齿轮并不是生物。
602,602,1,,306,603,false,false,电鱼生物,一个人只能发出微弱的电流，一群人聚集起来就会产生强大的电击。
603,603,1,602,306,604,false,false,电鱼生物,这些生物的胃口很大。当它们发现猎物时，就会攻击它并用电使其麻痹。
604,604,1,603,306,605,false,false,电鱼生物,他们用手臂从海里爬出来。它们会攻击岸上的猎物，然后立即将其拖入大海。
605,605,2,,307,606,false,false,脑生物,在大约５０年前被发现的生物。 会用又大又发达的大脑 操纵精神力量。
606,606,2,605,307,607,false,false,脑生物,能控制对方的记忆。 经常有人看到它 在麦田的上方徘徊。
607,607,4,,308,608,false,false,蜡烛生物,吸取到的灵魂越年轻， 头上的烛光就会 灼伤得越旺越诡异。
608,608,4,607,308,609,false,false,油灯生物,伪装成灯的样子藏身在城镇里。 一旦发现了临近死期的人， 便会悄悄地跟在后面。
609,609,4,608,308,610,false,false,引诱生物,据说在用水晶灯火灵 来充当照明设备的房子里， 丧事会接连不断。
610,610,1,,309,611,false,false,牙生物,会和伙伴们一起互撞牙齿来玩。 折断的牙齿会马上长出来， 所以丝毫都不会去在意。
611,611,1,610,309,612,false,false,颚斧生物,皮肤像盔甲一样坚硬。 非常擅长在撞击的同时 用牙齿猛刺的战法。
612,612,1,611,309,613,false,false,颚斧生物,性格温和，但生起气来非常恐怖。 会用自己那引以为傲，可以 削铁如泥的牙齿攻击敌人。
613,613,2,,310,614,false,false,结冰生物,使出技能前会先倒吸鼻涕。 鼻涕里所含有的强烈冷气 是冰属性技能的能量来源。
614,614,2,613,310,615,false,false,冻结生物,在冰冷的大海里精力十足地游泳。 感到疲劳的时候会吐出气息 冻结海水，在冰面上休息。
615,615,2,,311,616,false,false,结晶生物,天气一热就会化为水蒸气。 到了夏天几乎到处都 看不到它的踪影。
616,616,2,,312,617,false,false,蜗牛生物,有着会对电能产生反应 的奇异体质。不知为何， 和盖盖虫待在一起就会进化。
